round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Third,Philipp Kohlschreiber,7-5 6-3 6-2,2005,m,Philipp Kohlschreiber,Jean-Rene Lisnard,GER,MON,60%,50%,1,2,2,5,74%,58%,64%,50%,201.0,197.0,178.0,183.0,146.0,146.0,67%,20%,46%,30%,108,81,29.0,28.0,29.0,36.0,61%,48%
Third,Rafael Nadal,6-1 6-1 6-3,2005,m,Rafael Nadal,Bobby Reynolds,ESP,USA,62%,54%,2,3,3,9,81%,54%,54%,38%,191.0,209.0,172.0,191.0,165.0,165.0,50%,50%,54%,29%,86,52,23.0,15.0,18.0,46.0,100%,43%
Third,Nikolay Davydenko,6-4 6-2 6-2,2005,m,Nikolay Davydenko,Tim Henman,RUS,GBR,73%,59%,1,2,0,5,69%,67%,68%,40%,196.0,201.0,168.0,176.0,149.0,149.0,33%,0%,44%,32%,106,83,31.0,21.0,16.0,32.0,55%,49%
Third,Thomas Johansson,3-6 6-2 6-7(4) 6-2 6-2,2005,m,Thomas Johansson,Kevin Kim,SWE,USA,56%,55%,17,14,3,7,82%,69%,60%,42%,213.0,202.0,181.0,180.0,131.0,131.0,44%,40%,43%,27%,165,128,57.0,44.0,53.0,67.0,77%,47%
Third,Roger Federer,6-3 5-2 ret.,2005,m,Roger Federer,Jarkko Nieminen,SUI,FIN,71%,64%,2,1,1,3,66%,44%,57%,45%,209.0,202.0,181.0,178.0,130.0,130.0,71%,40%,55%,37%,62,43,19.0,14.0,19.0,15.0,63%,27%
Third,Dominik Hrbaty,7-6(5) 6-7(8) 6-7(3) 6-1 6-3,2005,m,Dominik Hrbaty,Gaston Gaudio,SVK,ARG,55%,61%,15,8,8,7,72%,68%,42%,41%,210.0,197.0,183.0,173.0,139.0,139.0,45%,27%,43%,41%,200,192,70.0,48.0,88.0,75.0,56%,78%
Third,Andre Agassi,7-5 7-6(3) 6-1,2005,m,Andre Agassi,Taylor Dent,USA,USA,63%,66%,3,2,0,9,72%,58%,61%,34%,199.0,230.0,173.0,188.0,170.0,170.0,40%,36%,50%,32%,117,85,42.0,31.0,6.0,39.0,64%,51%
Third,Joachim Johansson,6-3 3-6 5-7 7-6(2) 13-11,2005,m,Joachim Johansson,Feliciano Lopez,SWE,ESP,63%,60%,38,34,5,8,75%,78%,63%,57%,226.0,213.0,197.0,194.0,162.0,162.0,21%,23%,30%,29%,200,199,99.0,76.0,67.0,32.0,72%,70%
Third,Olivier Rochus,6-7(6) 6-1 6-4 6-2,2005,m,Olivier Rochus,Karol Beck,BEL,SVK,62%,55%,4,12,3,8,73%,74%,58%,38%,185.0,199.0,165.0,176.0,143.0,143.0,35%,11%,42%,33%,147,123,42.0,39.0,29.0,51.0,68%,61%
Third,Marcos Baghdatis,7-6(2) 6-4 6-1,2005,m,Marcos Baghdatis,Tommy Robredo,CYP,ESP,52%,65%,4,3,2,5,82%,71%,49%,23%,207.0,194.0,181.0,168.0,146.0,146.0,40%,40%,46%,34%,115,94,32.0,30.0,14.0,37.0,79%,78%
Third,Marat Safin,6-4 3-6 6-3 6-4,2005,m,Marat Safin,Mario Ancic,RUS,CRO,56%,63%,11,6,1,7,72%,76%,63%,45%,220.0,222.0,201.0,193.0,157.0,157.0,50%,40%,36%,32%,120,113,37.0,24.0,44.0,44.0,64%,74%
Second,Guillermo Canas,3-6 7-5 6-3 6-0,2005,m,Guillermo Canas,Fernando Verdasco,ARG,ESP,61%,61%,9,2,5,6,66%,49%,50%,51%,207.0,212.0,178.0,176.0,154.0,154.0,50%,45%,50%,40%,127,104,27.0,44.0,29.0,64.0,94%,56%
Second,Philipp Kohlschreiber,6-0 2-0 ret.,2005,m,Philipp Kohlschreiber,Nicolas Massu,GER,CHI,66%,43%,5,0,0,2,79%,33%,60%,8%,205.0,196.0,176.0,170.0,144.0,144.0,80%,0%,81%,28%,38,12,16.0,1.0,8.0,7.0,83%,25%
Second,Jurgen Melzer,6-3 6-2 7-6(3),2005,m,Jurgen Melzer,Nathan Healey,AUT,AUS,72%,50%,3,6,3,5,83%,67%,50%,54%,201.0,213.0,181.0,183.0,154.0,154.0,57%,100%,40%,26%,95,70,30.0,24.0,14.0,20.0,57%,51%
Second,Jean-Rene Lisnard,1-6 4-6 6-3 6-4 6-3,2005,m,Jean-Rene Lisnard,Sebastien Grosjean,MON,FRA,52%,58%,1,11,8,6,67%,63%,42%,41%,196.0,213.0,178.0,176.0,127.0,127.0,43%,80%,46%,45%,146,146,43.0,43.0,52.0,52.0,71%,59%
Second,David Nalbandian,6-0 6-3 2-6 6-2,2005,m,David Nalbandian,Santiago Ventura,ARG,ESP,58%,41%,3,10,1,5,67%,67%,65%,41%,188.0,205.0,167.0,189.0,141.0,141.0,47%,33%,47%,33%,117,91,26.0,37.0,27.0,53.0,74%,64%
Second,Guillermo Coria,6-4 6-7(3) 6-3 7-6(3),2005,m,Guillermo Coria,Ricardo Mello,ARG,BRA,59%,61%,4,8,2,5,64%,60%,45%,46%,197.0,193.0,167.0,168.0,136.0,136.0,42%,54%,46%,44%,162,158,58.0,57.0,40.0,62.0,68%,72%
Second,Juan Carlos Ferrero,6-1 6-2 6-0,2005,m,Juan Carlos Ferrero,Mariano Zabaleta,ESP,ARG,71%,50%,2,2,1,5,71%,59%,62%,34%,191.0,197.0,168.0,185.0,152.0,152.0,64%,0%,53%,32%,81,50,17.0,13.0,19.0,44.0,78%,46%
Second,Tim Henman,7-5 6-1 6-4,2005,m,Tim Henman,Victor Hanescu,GBR,ROU,65%,71%,10,8,2,1,78%,57%,58%,59%,197.0,202.0,181.0,186.0,162.0,162.0,42%,20%,42%,28%,98,76,45.0,24.0,19.0,19.0,74%,41%
Second,Rafael Nadal,6-1 4-6 4-6 7-5 6-3,2005,m,Rafael Nadal,Mikhail Youzhny,ESP,RUS,71%,52%,0,9,2,5,66%,64%,47%,48%,197.0,205.0,168.0,191.0,151.0,151.0,64%,43%,44%,40%,153,140,29.0,55.0,33.0,57.0,70%,65%
Second,Fernando Gonzalez,7-5 6-2 6-3,2005,m,Fernando Gonzalez,Igor Andreev,CHI,RUS,67%,62%,4,3,2,4,80%,65%,70%,43%,202.0,217.0,170.0,189.0,149.0,149.0,22%,0%,44%,23%,111,81,32.0,21.0,16.0,30.0,81%,45%
Second,Lleyton Hewitt,4-6 7-6(8) 6-0 6-3,2005,m,Lleyton Hewitt,James Blake,AUS,USA,60%,53%,7,9,7,8,81%,65%,47%,48%,205.0,213.0,186.0,196.0,152.0,152.0,40%,60%,43%,33%,130,112,32.0,29.0,30.0,50.0,79%,63%
Second,Andy Roddick,6-0 3-6 6-2 6-3,2005,m,Andy Roddick,Greg Rusedski,USA,GBR,72%,62%,11,12,2,4,89%,70%,67%,37%,218.0,220.0,197.0,194.0,170.0,170.0,38%,50%,43%,17%,106,71,49.0,37.0,8.0,20.0,69%,52%
Second,Joachim Johansson,6-3 7-5 6-4,2005,m,Joachim Johansson,Peter Wessels,SWE,NED,62%,63%,21,5,4,2,77%,75%,57%,58%,223.0,205.0,197.0,186.0,146.0,146.0,50%,0%,32%,30%,101,92,58.0,26.0,40.0,16.0,63%,59%
Second,Karol Beck,5-7 2-6 6-2 7-6(5) 6-3,2005,m,Karol Beck,Tommy Haas,SVK,GER,53%,53%,14,13,11,9,79%,66%,46%,55%,197.0,205.0,181.0,186.0,160.0,160.0,38%,43%,39%,37%,155,151,56.0,44.0,49.0,62.0,63%,64%
Second,Kevin Kim,6-2 6-4 6-2,2005,m,Kevin Kim,Guillermo Garcia-Lopez,USA,ESP,71%,61%,5,3,1,3,80%,68%,67%,32%,201.0,199.0,176.0,170.0,152.0,152.0,45%,0%,46%,24%,95,64,25.0,20.0,22.0,42.0,80%,75%
Second,Taylor Dent,6-4 6-1 6-4,2005,m,Taylor Dent,Michal Tabara,USA,CZE,63%,37%,6,2,15,11,72%,54%,26%,32%,220.0,210.0,189.0,186.0,167.0,167.0,64%,36%,60%,45%,96,71,23.0,25.0,26.0,39.0,59%,71%
Second,Feliciano Lopez,4-6 6-3 6-4 7-6(3),2005,m,Feliciano Lopez,Sargis Sargsian,ESP,ARM,60%,75%,17,5,3,6,81%,66%,40%,50%,223.0,205.0,193.0,165.0,138.0,138.0,42%,33%,38%,35%,136,127,43.0,24.0,45.0,34.0,66%,63%
Second,Roger Federer,6-3 6-4 6-4,2005,m,Roger Federer,Takao Suzuki,SUI,JPN,70%,68%,7,7,0,3,76%,55%,68%,62%,207.0,210.0,185.0,196.0,154.0,154.0,36%,25%,43%,26%,107,82,50.0,29.0,10.0,11.0,67%,51%
Second,Gaston Gaudio,2-6 6-4 7-5 7-6(4),2005,m,Gaston Gaudio,Mardy Fish,ARG,USA,49%,49%,8,17,11,6,76%,69%,49%,49%,201.0,217.0,176.0,189.0,149.0,149.0,50%,55%,41%,38%,137,129,43.0,38.0,49.0,71.0,82%,61%
Second,Mario Ancic,7-5 6-2 6-1,2005,m,Mario Ancic,Bjorn Phau,CRO,GER,66%,59%,12,1,2,6,84%,58%,58%,43%,209.0,205.0,180.0,173.0,136.0,136.0,55%,25%,48%,25%,100,66,30.0,10.0,24.0,25.0,63%,70%
Second,Andre Agassi,6-3 6-1 6-0,2005,m,Andre Agassi,Rainer Schuettler,USA,GER,65%,55%,7,6,3,8,71%,64%,69%,28%,201.0,205.0,176.0,181.0,152.0,152.0,58%,0%,53%,30%,94,60,33.0,24.0,18.0,37.0,40%,44%
Second,Marat Safin,6-4 6-1 6-3,2005,m,Marat Safin,Bohdan Ulihrach,RUS,CZE,60%,57%,10,4,0,5,85%,55%,59%,47%,215.0,193.0,202.0,180.0,151.0,151.0,67%,100%,48%,25%,90,60,37.0,12.0,25.0,16.0,73%,100%
Second,Olivier Rochus,6-1 6-3 6-3,2005,m,Olivier Rochus,Gael Monfils,BEL,FRA,63%,49%,0,3,1,4,77%,59%,46%,33%,188.0,213.0,168.0,181.0,146.0,146.0,53%,40%,54%,35%,104,72,22.0,21.0,28.0,50.0,81%,45%
Second,Tommy Robredo,6-4 2-6 6-2 6-4,2005,m,Tommy Robredo,Tomas Zib,ESP,CZE,57%,55%,16,3,8,3,72%,63%,50%,49%,197.0,202.0,168.0,168.0,138.0,138.0,38%,57%,43%,38%,125,115,48.0,18.0,53.0,30.0,75%,59%
First,David Nalbandian,7-6(1) 4-6 4-6 6-3 6-4,2005,m,David Nalbandian,David Ferrer,ARG,ESP,64%,61%,3,4,5,4,65%,60%,47%,53%,189.0,194.0,157.0,170.0,141.0,141.0,35%,41%,44%,43%,171,165,44.0,38.0,53.0,61.0,66%,69%
First,Fernando Gonzalez,3-6 3-6 6-3 6-3 7-5,2005,m,Fernando Gonzalez,Jose Acasuso,CHI,ARG,58%,57%,9,13,10,4,73%,70%,52%,56%,205.0,215.0,167.0,193.0,148.0,148.0,31%,29%,36%,36%,154,152,59.0,50.0,52.0,41.0,59%,54%
First,Lleyton Hewitt,6-3 6-4 6-1,2005,m,Lleyton Hewitt,Arnaud Clement,AUS,FRA,66%,53%,12,2,2,1,87%,68%,48%,45%,209.0,210.0,188.0,186.0,149.0,149.0,63%,0%,43%,28%,88,63,28.0,15.0,23.0,32.0,100%,59%
First,Rafael Nadal,6-0 6-4 6-2,2005,m,Rafael Nadal,Julien Benneteau,ESP,FRA,77%,53%,1,2,1,6,77%,51%,54%,36%,193.0,199.0,173.0,183.0,144.0,144.0,80%,67%,59%,30%,82,45,27.0,8.0,16.0,34.0,67%,44%
First,Juan Ignacio Chela,6-4 7-6(4) 7-6(1),2005,m,Juan Ignacio Chela,Wayne Arthurs,ARG,AUS,74%,48%,3,15,0,7,85%,75%,64%,57%,183.0,213.0,167.0,191.0,170.0,170.0,50%,0%,34%,20%,119,99,37.0,59.0,4.0,42.0,78%,55%
First,Mariano Zabaleta,6-4 6-2 6-7(5) 6-3,2005,m,Mariano Zabaleta,Marc Kimmich,ARG,AUS,66%,59%,8,9,7,3,82%,69%,61%,49%,209.0,215.0,191.0,188.0,146.0,146.0,35%,29%,39%,25%,138,112,62.0,27.0,49.0,23.0,68%,54%
First,Mikhail Youzhny,6-2 6-2 7-5,2005,m,Mikhail Youzhny,Jerome Haehnel,RUS,FRA,59%,57%,1,4,0,4,85%,53%,82%,69%,201.0,197.0,189.0,181.0,141.0,141.0,71%,0%,43%,16%,96,62,25.0,19.0,25.0,27.0,80%,60%
First,Greg Rusedski,2-6 6-4 6-0 7-6(7),2005,m,Greg Rusedski,Jonas Bjorkman,GBR,SWE,57%,56%,14,1,9,8,74%,67%,60%,57%,230.0,209.0,193.0,180.0,149.0,149.0,38%,30%,41%,37%,129,121,45.0,48.0,35.0,36.0,59%,65%
First,Andy Roddick,7-5 6-2 6-1,2005,m,Andy Roddick,Irakli Labadze,USA,GEO,66%,67%,11,5,0,7,85%,54%,75%,70%,226.0,210.0,194.0,185.0,162.0,162.0,56%,0%,47%,18%,96,56,30.0,22.0,19.0,38.0,69%,30%
First,Guillermo Coria,6-2 6-4 6-0,2005,m,Guillermo Coria,Tomas Berdych,ARG,CZE,62%,47%,2,4,5,3,81%,56%,67%,39%,201.0,217.0,168.0,201.0,154.0,154.0,70%,50%,54%,29%,85,51,20.0,19.0,15.0,44.0,88%,38%
First,Tim Henman,6-1 6-2 4-6 6-3,2005,m,Tim Henman,Cyril Saulnier,GBR,FRA,63%,61%,4,2,4,4,68%,59%,62%,49%,197.0,207.0,178.0,183.0,157.0,157.0,57%,23%,47%,37%,128,104,32.0,31.0,37.0,35.0,62%,44%
First,Guillermo Canas,6-4 6-2 7-6(4),2005,m,Guillermo Canas,Chris Guccione,ARG,AUS,69%,55%,7,16,3,8,80%,68%,47%,44%,197.0,231.0,172.0,202.0,165.0,165.0,25%,14%,43%,30%,121,97,57.0,61.0,12.0,32.0,76%,52%
First,Nicolas Massu,6-7(7) 7-6(2) 6-3 6-2,2005,m,Nicolas Massu,Antony Dupuis,CHI,FRA,57%,55%,9,11,6,8,81%,71%,67%,57%,202.0,213.0,173.0,193.0,146.0,146.0,25%,10%,38%,28%,160,133,49.0,54.0,45.0,62.0,67%,71%
First,James Blake,6-1 6-2 6-0,2005,m,James Blake,Florian Mayer,USA,GER,53%,44%,5,2,4,4,83%,54%,69%,44%,205.0,194.0,185.0,175.0,127.0,127.0,58%,0%,55%,28%,90,50,31.0,13.0,17.0,27.0,77%,58%
First,Tomas Zib,7-6(5) 6-2 6-4,2005,m,Tomas Zib,Jimmy Wang,CZE,TPE,63%,63%,4,5,1,5,59%,64%,53%,26%,197.0,186.0,164.0,168.0,133.0,133.0,47%,83%,51%,44%,112,96,20.0,36.0,33.0,65.0,78%,69%
First,Thomas Johansson,7-6(5) 4-6 6-3 4-6 6-0,2005,m,Thomas Johansson,Peter Luczak,SWE,AUS,50%,58%,24,8,7,8,82%,67%,53%,57%,220.0,205.0,186.0,185.0,139.0,139.0,38%,50%,37%,33%,159,147,61.0,51.0,61.0,61.0,69%,73%
First,Olivier Rochus,7-5 2-6 3-6 6-2 6-3,2005,m,Olivier Rochus,Nicolas Kiefer,BEL,GER,57%,58%,1,16,5,8,67%,62%,52%,51%,185.0,209.0,168.0,183.0,148.0,148.0,41%,35%,43%,39%,149,138,48.0,62.0,38.0,64.0,67%,58%
First,Kevin Kim,3-6 6-4 6-3 3-6 6-1,2005,m,Kevin Kim,Hyung-Taik Lee,USA,KOR,65%,66%,13,8,3,3,73%,65%,50%,50%,199.0,196.0,178.0,165.0,139.0,139.0,29%,50%,41%,36%,147,140,57.0,43.0,43.0,50.0,63%,62%
First,Peter Wessels,6-3 6-4 6-4,2005,m,Peter Wessels,Yen-Hsun Lu,NED,TPE,63%,63%,9,5,1,6,87%,71%,73%,43%,209.0,202.0,188.0,181.0,157.0,157.0,80%,100%,40%,18%,90,62,31.0,23.0,17.0,28.0,64%,46%
First,Gaston Gaudio,7-6(3) 6-4 6-3,2005,m,Gaston Gaudio,Justin Gimelstob,ARG,USA,64%,44%,2,10,6,10,77%,73%,66%,57%,202.0,202.0,172.0,183.0,141.0,141.0,83%,40%,42%,31%,108,88,37.0,27.0,26.0,39.0,85%,58%
First,Marat Safin,6-0 6-2 6-1,2005,m,Marat Safin,Novak Djokovic,RUS,SRB,53%,59%,1,1,1,5,93%,41%,54%,19%,210.0,201.0,197.0,181.0,149.0,149.0,69%,100%,68%,25%,83,34,19.0,4.0,20.0,30.0,95%,27%
First,Paradorn Srichaphan,1-6 6-2 7-5 6-4,2005,m,Paradorn Srichaphan,Potito Starace,THA,ITA,61%,75%,9,7,2,2,70%,62%,52%,61%,202.0,201.0,185.0,180.0,151.0,151.0,32%,57%,39%,38%,121,122,45.0,31.0,57.0,41.0,55%,60%
First,Tommy Robredo,5-7 6-2 6-4 6-2,2005,m,Tommy Robredo,Scott Draper,ESP,AUS,60%,62%,5,5,3,3,74%,64%,59%,43%,201.0,197.0,176.0,172.0,135.0,135.0,50%,40%,45%,34%,122,99,40.0,25.0,39.0,36.0,62%,61%
First,Tommy Haas,6-3 6-2 6-3,2005,m,Tommy Haas,Xavier Malisse,GER,BEL,59%,49%,10,10,0,1,87%,62%,70%,48%,201.0,204.0,185.0,183.0,143.0,143.0,36%,0%,46%,20%,100,69,33.0,29.0,27.0,35.0,72%,40%
First,Mardy Fish,2-6 6-0 6-4 4-6 9-7,2005,m,Mardy Fish,Juan Monaco,USA,ARG,54%,69%,19,6,8,2,78%,60%,46%,57%,217.0,201.0,193.0,175.0,151.0,151.0,44%,45%,41%,37%,168,155,69.0,33.0,81.0,46.0,67%,64%
First,Roger Federer,6-1 6-1 6-2,2005,m,Roger Federer,Fabrice Santoro,SUI,FRA,60%,69%,4,1,1,2,80%,49%,56%,43%,204.0,193.0,178.0,159.0,138.0,138.0,39%,0%,53%,29%,100,66,54.0,9.0,23.0,20.0,76%,40%
First,Guillermo Garcia-Lopez,7-5 6-3 3-6 6-3,2005,m,Guillermo Garcia-Lopez,Carlos Moya,ESP,ESP,51%,64%,13,6,6,4,69%,69%,61%,45%,207.0,212.0,193.0,181.0,143.0,143.0,50%,19%,39%,35%,125,113,43.0,31.0,46.0,49.0,79%,61%
First,Karol Beck,6-2 6-2 6-1,2005,m,Karol Beck,Todd Reid,SVK,AUS,40%,66%,9,3,8,3,81%,54%,57%,39%,193.0,196.0,175.0,170.0,135.0,135.0,41%,0%,51%,34%,105,74,38.0,11.0,33.0,38.0,94%,37%
First,Joachim Johansson,7-6(6) 6-2 6-3,2005,m,Joachim Johansson,Sjeng Schalken,SWE,NED,58%,71%,17,7,3,3,84%,70%,72%,41%,228.0,183.0,194.0,168.0,149.0,149.0,67%,0%,38%,21%,97,74,43.0,16.0,38.0,23.0,86%,67%
First,Andre Agassi,6-4 6-3 6-0,2005,m,Andre Agassi,Dieter Kindlmann,USA,GER,59%,51%,8,6,5,5,85%,53%,65%,42%,201.0,194.0,173.0,181.0,146.0,146.0,35%,50%,55%,28%,108,68,33.0,21.0,26.0,33.0,75%,67%
Final,Roger Federer,5-7 7-5 6-0 6-2,2006,m,Roger Federer,Marcos Baghdatis,SUI,CYP,53%,48%,11,6,6,2,71%,71%,51%,37%,209.0,217.0,185.0,197.0,146.0,146.0,67%,30%,46%,38%,142,116,50.0,34.0,48.0,48.0,78%,52%
semi,Roger Federer,6-3 5-7 6-0 6-2,2006,m,Roger Federer,Nicolas Kiefer,SUI,GER,66%,51%,7,14,5,7,71%,71%,67%,38%,205.0,222.0,186.0,196.0,154.0,154.0,32%,25%,45%,30%,129,99,39.0,33.0,33.0,53.0,79%,70%
semi,Marcos Baghdatis,3-6 5-7 6-3 6-4 6-4,2006,m,Marcos Baghdatis,David Nalbandian,CYP,ARG,56%,67%,15,5,2,1,70%,63%,50%,50%,218.0,193.0,196.0,170.0,148.0,148.0,62%,41%,41%,39%,152,143,52.0,48.0,41.0,56.0,63%,81%
quarter,Roger Federer,6-4 3-6 7-6(7) 7-6(5),2006,m,Roger Federer,Nikolay Davydenko,SUI,RUS,62%,77%,6,1,0,2,74%,70%,53%,42%,210.0,209.0,189.0,173.0,151.0,151.0,40%,50%,36%,34%,144,139,46.0,30.0,52.0,48.0,60%,72%
quarter,Nicolas Kiefer,6-3 0-6 6-4 6-7(1) 8-6,2006,m,Nicolas Kiefer,Sebastien Grosjean,GER,FRA,45%,51%,4,12,9,2,62%,64%,51%,53%,220.0,215.0,189.0,183.0,139.0,139.0,56%,69%,41%,44%,160,169,34.0,59.0,67.0,55.0,58%,59%
quarter,David Nalbandian,7-5 6-0 6-0,2006,m,David Nalbandian,Fabrice Santoro,ARG,FRA,61%,61%,2,4,0,1,74%,59%,72%,20%,191.0,194.0,173.0,173.0,133.0,133.0,53%,33%,57%,27%,90,50,47.0,18.0,17.0,15.0,81%,40%
quarter,Marcos Baghdatis,6-4 6-2 4-6 3-6 6-3,2006,m,Marcos Baghdatis,Ivan Ljubicic,CYP,CRO,53%,64%,8,14,4,3,80%,71%,60%,54%,213.0,220.0,196.0,193.0,154.0,154.0,27%,22%,35%,30%,146,139,47.0,61.0,26.0,57.0,67%,70%
Fourth,Nicolas Kiefer,7-6(4) 6-3 6-3,2006,m,Nicolas Kiefer,Juan Ignacio Chela,GER,ARG,46%,57%,5,2,3,0,84%,63%,51%,53%,218.0,194.0,196.0,181.0,146.0,146.0,71%,22%,41%,34%,101,87,41.0,24.0,33.0,22.0,76%,50%
Fourth,Sebastien Grosjean,7-5 6-2 6-2,2006,m,Sebastien Grosjean,Paul-Henri Mathieu,FRA,FRA,43%,49%,12,3,3,4,94%,52%,46%,47%,212.0,207.0,193.0,185.0,152.0,152.0,57%,75%,51%,33%,93,68,29.0,17.0,23.0,49.0,60%,57%
Fourth,Roger Federer,6-4 6-0 3-6 4-6 6-2,2006,m,Roger Federer,Tommy Haas,SUI,GER,58%,64%,10,5,1,0,78%,63%,53%,57%,217.0,209.0,191.0,191.0,152.0,152.0,55%,22%,39%,33%,143,127,66.0,31.0,58.0,36.0,66%,69%
Fourth,Nikolay Davydenko,4-6 4-6 6-4 6-2 6-3,2006,m,Nikolay Davydenko,Dominik Hrbaty,RUS,SVK,69%,50%,6,7,3,6,59%,72%,62%,41%,212.0,215.0,178.0,185.0,143.0,143.0,67%,43%,44%,40%,161,148,31.0,36.0,60.0,77.0,52%,66%
Fourth,Fabrice Santoro,6-4 7-5 7-5,2006,m,Fabrice Santoro,David Ferrer,FRA,ESP,60%,73%,6,0,0,2,63%,53%,47%,34%,197.0,193.0,178.0,170.0,143.0,143.0,56%,50%,52%,44%,108,92,19.0,53.0,14.0,41.0,61%,73%
Fourth,Ivan Ljubicic,6-2 6-4 6-4,2006,m,Ivan Ljubicic,Thomas Johansson,CRO,SWE,53%,46%,12,12,1,7,77%,81%,71%,41%,222.0,215.0,202.0,185.0,149.0,149.0,57%,0%,41%,26%,97,75,39.0,26.0,16.0,27.0,68%,63%
Fourth,Marcos Baghdatis,6-4 1-6 6-3 6-4,2006,m,Marcos Baghdatis,Andy Roddick,CYP,USA,48%,60%,16,15,1,4,72%,74%,57%,56%,218.0,226.0,199.0,207.0,173.0,173.0,30%,22%,33%,36%,116,117,63.0,39.0,26.0,31.0,64%,57%
Fourth,David Nalbandian,6-3 6-0 2-6 6-2,2006,m,David Nalbandian,Tommy Robredo,ARG,ESP,65%,68%,3,9,2,6,73%,62%,66%,32%,193.0,209.0,173.0,175.0,151.0,151.0,32%,100%,48%,30%,116,87,33.0,24.0,28.0,37.0,83%,71%
Third,Roger Federer,6-3 6-4 6-3,2006,m,Roger Federer,Max Mirnyi,SUI,BLR,67%,67%,6,5,2,6,79%,69%,87%,31%,205.0,220.0,188.0,201.0,165.0,165.0,27%,0%,44%,19%,104,74,48.0,22.0,10.0,25.0,75%,53%
Third,Nicolas Kiefer,6-3 6-2 5-7 6-2,2006,m,Nicolas Kiefer,Juan Carlos Ferrero,GER,ESP,51%,64%,13,5,4,2,87%,60%,56%,58%,222.0,201.0,201.0,176.0,144.0,144.0,36%,33%,40%,28%,125,104,52.0,46.0,34.0,43.0,67%,72%
Third,Paul-Henri Mathieu,7-6(2) 7-6(7) 6-1,2006,m,Paul-Henri Mathieu,Luis Horna,FRA,PER,63%,70%,18,9,1,4,78%,63%,61%,39%,204.0,209.0,175.0,173.0,146.0,146.0,42%,50%,44%,28%,123,91,49.0,36.0,26.0,45.0,59%,38%
Third,Dominik Hrbaty,1-6 6-4 6-3 2-6 6-4,2006,m,Dominik Hrbaty,Igor Andreev,SVK,RUS,56%,58%,12,12,5,6,61%,66%,57%,48%,217.0,210.0,188.0,183.0,143.0,143.0,24%,43%,41%,41%,160,160,32.0,47.0,63.0,72.0,52%,74%
Third,Juan Ignacio Chela,6-1 6-4 6-4,2006,m,Juan Ignacio Chela,Kristof Vliegen,ARG,BEL,55%,65%,4,5,3,5,79%,68%,58%,38%,194.0,201.0,176.0,176.0,146.0,146.0,36%,0%,43%,31%,101,76,19.0,41.0,16.0,44.0,74%,69%
Third,Tommy Haas,4-6 6-3 6-4 6-4,2006,m,Tommy Haas,Peter Luczak,GER,AUS,60%,60%,18,21,1,2,81%,72%,62%,54%,204.0,207.0,186.0,188.0,149.0,149.0,50%,100%,35%,27%,123,105,55.0,48.0,30.0,30.0,75%,72%
Third,Sebastien Grosjean,6-2 6-2 3-6 6-4,2006,m,Sebastien Grosjean,Guillermo Coria,FRA,ARG,51%,64%,7,0,8,23,73%,61%,40%,26%,215.0,201.0,191.0,138.0,141.0,141.0,35%,55%,52%,44%,128,109,46.0,23.0,48.0,48.0,63%,73%
Third,Nikolay Davydenko,6-2 5-7 6-4 7-5,2006,m,Nikolay Davydenko,Nathan Healey,RUS,AUS,75%,62%,4,17,2,6,74%,70%,71%,41%,212.0,213.0,173.0,191.0,156.0,156.0,28%,33%,41%,26%,144,116,47.0,42.0,38.0,61.0,83%,63%
Third,Andy Roddick,6-1 6-2 6-2,2006,m,Andy Roddick,Julien Benneteau,USA,FRA,60%,59%,17,5,1,3,86%,49%,64%,38%,226.0,210.0,209.0,178.0,149.0,149.0,86%,-,56%,23%,81,40,28.0,13.0,16.0,31.0,77%,44%
Third,David Nalbandian,2-6 6-3 6-2 7-5,2006,m,David Nalbandian,Jarkko Nieminen,ARG,FIN,65%,68%,6,3,3,1,63%,58%,58%,45%,193.0,201.0,176.0,178.0,125.0,125.0,37%,31%,46%,39%,141,121,54.0,33.0,52.0,39.0,74%,48%
Third,David Ferrer,6-3 6-3 6-3,2006,m,David Ferrer,Mario Ancic,ESP,CRO,71%,66%,0,3,2,5,65%,54%,58%,48%,186.0,207.0,162.0,173.0,148.0,148.0,46%,50%,48%,37%,94,76,20.0,24.0,16.0,35.0,42%,58%
Third,Thomas Johansson,6-3 6-2 6-1,2006,m,Thomas Johansson,Gilles Simon,SWE,FRA,58%,45%,9,4,1,2,85%,70%,53%,41%,220.0,202.0,188.0,176.0,133.0,133.0,40%,0%,46%,28%,89,65,33.0,20.0,27.0,34.0,60%,37%
Third,Marcos Baghdatis,6-2 6-1 6-2,2006,m,Marcos Baghdatis,Denis Gremelmayr,CYP,GER,55%,62%,5,0,3,4,67%,45%,60%,35%,202.0,197.0,180.0,164.0,127.0,127.0,73%,67%,59%,36%,82,52,27.0,13.0,17.0,28.0,74%,48%
Third,Tommy Robredo,6-3 6-4 6-4,2006,m,Tommy Robredo,James Blake,ESP,USA,57%,52%,9,6,6,8,78%,70%,65%,43%,209.0,218.0,186.0,193.0,154.0,154.0,31%,20%,43%,28%,103,79,24.0,34.0,14.0,46.0,75%,67%
